292,X7.174,-0.949970436,9.557106073,Granuleneurons(Fetal_Brain),,,,,,,
293,X43.175,-0.852788872,9.559245707,Postmitoticneurons_Lhx9high(Fetal_Brain),,,,,,,
294,X49.175,-0.853489105,9.520442989,Postmitoticneurons_Lhx9high(Fetal_Brain),,,,,,,
295,X7.177,-0.934618318,9.57097152,Schwanncell(Fetal_Brain),,,,,,,
296,X8.177,-0.827842511,9.504601227,Schwanncell(Fetal_Brain),,,,,,,
297,X16.177,-0.918318714,9.568033992,Schwanncell(Fetal_Brain),,,,,,,
298,X32.177,-0.975888133,9.562624926,Schwanncell(Fetal_Brain),,,,,,,
299,X41.177,-0.882281534,9.380129042,Schwanncell(Fetal_Brain),,,,,,,
300,X44.177,-0.948713664,9.452674993,Schwanncell(Fetal_Brain),,,,,,,
301,X6.187,-8.931994334,5.995240191,Microglia(Brain),,,,,,,
302,X6.196,-2.701171759,-12.85289378,Stromalcell_Dpthigh(Bladder),,,,,,,
303,X16.196,-3.021462941,-13.52113485,Stromalcell_Dpthigh(Bladder),,,,,,,
304,X23.196,-3.544491841,-13.94545058,Stromalcell_Dpthigh(Bladder),,,,,,,
305,X0.199,-3.21776769,-12.98579216,Stromalcell_Car3high(Bladder),,,,,,,
306,X1.198,-3.09109917,-12.91317312,Stromalcell_Car3high(Bladder),,,,,,,
307,X9.198,-3.325956114,-13.03610217,Stromalcell_Car3high(Bladder),,,,,,,
308,X13.198,-3.234776173,-13.35055535,Stromalcell_Car3high(Bladder),,,,,,,
309,X16.198,-3.27440567,-13.44782747,Stromalcell_Car3high(Bladder),,,,,,,
310,X32.198,-3.310587056,-13.06190018,Stromalcell_Car3high(Bladder),,,,,,,
311,X37.198,-3.304521133,-13.08719778,Stromalcell_Car3high(Bladder),,,,,,,
312,X38.198,-3.293662687,-13.08724071,Stromalcell_Car3high(Bladder),,,,,,,
313,X43.198,-3.318820849,-12.99521399,Stromalcell_Car3high(Bladder),,,,,,,
314,X45.198,-3.314710221,-13.04286313,Stromalcell_Car3high(Bladder),,,,,,,
315,X49.198,-3.297498642,-13.05905806,Stromalcell_Car3high(Bladder),,,,,,,
316,X34.200,-4.501018606,7.156968643,Smoothmusclecell(Bladder),,,,,,,
317,X37.200,-7.804911424,6.269847883,Smoothmusclecell(Bladder),,,,,,,
