,X.comp1,Y.comp1,
2032,-59.46251654,-1.630167162,Mouse-Forebrain
2033,-55.1421281,-1.630167162,Mouse-Forebrain
2034,-58.93713419,-1.630167162,Mouse-Forebrain
2035,-59.79137241,-1.630167162,Mouse-Forebrain
2036,5.051483904,0.135456384,Human-HSC
2037,6.741526623,0.135456384,Human-HSC
2038,11.97036194,0.135456384,Human-HSC
2039,24.6670676,0.135456384,Human-HSC
2040,10.02350917,0.135456384,Human-HSC
2041,2.357130691,0.135456384,Human-HSC
2042,3.532743566,0.135456384,Human-HSC
2043,0.020042526,0.135456384,Human-HSC
2044,0.846490799,0.135456384,Human-HSC
2045,2.246701999,0.135456384,Human-HSC
2046,7.898070072,0.135456384,Human-HSC
2047,3.335978107,0.135456384,Human-HSC
2048,33.29502779,0.135456384,Human-HSC
2049,12.34840761,0.135456384,Human-HSC
2050,32.60688548,0.135456384,Human-HSC
2051,2.884194694,0.135456384,Human-HSC
2052,8.135832053,0.135456384,Human-HSC
2053,2.222743358,0.135456384,Human-HSC
2054,0.946704876,0.135456384,Human-HSC
2055,28.86439454,0.135456384,Human-HSC
2056,9.83071935,0.135456384,Human-HSC
2057,6.215749273,0.135456384,Human-HSC
2058,18.81836497,0.135456384,Human-HSC
2059,5.198394343,0.135456384,Human-HSC
2060,29.20305111,0.135456384,Human-HSC
2061,11.9319132,0.135456384,Human-HSC
2062,0.555310412,0.135456384,Human-HSC
2063,24.42221992,0.135456384,Human-HSC
2064,7.188141823,0.135456384,Human-HSC
2065,25.35352868,0.135456384,Human-HSC
2066,4.86551406,0.135456384,Human-HSC
2067,37.14197292,0.135456384,Human-HSC
2068,4.091308616,0.135456384,Human-HSC
2069,5.722312831,0.135456384,Human-HSC
2070,6.442377281,0.135456384,Human-HSC
2071,1.276165307,0.135456384,Human-HSC
2072,33.91198132,0.135456384,Human-HSC
2073,26.02563243,0.135456384,Human-HSC
2074,29.48198132,0.135456384,Human-HSC
2075,41.13170666,0.135456384,Human-HSC
2076,7.37496359,0.135456384,Human-HSC
2077,25.00816397,0.135456384,Human-HSC
2078,3.290921264,0.135456384,Human-HSC
2079,41.29057022,0.135456384,Human-HSC
2080,6.541249645,0.135456384,Human-HSC
2081,1.978952302,0.135456384,Human-HSC
2082,9.3397569,0.135456384,Human-HSC
2083,4.856528972,0.135456384,Human-HSC
2084,26.80916976,0.135456384,Human-HSC
2085,12.02356866,0.135456384,Human-HSC
2086,35.07005059,0.135456384,Human-HSC
2087,23.37271168,0.135456384,Human-HSC
2088,4.184849573,0.135456384,Human-HSC
2089,-0.279874685,0.135456384,Human-HSC
2090,2.566004236,0.135456384,Human-HSC
2091,20.45985934,0.135456384,Human-HSC
2092,7.165832971,0.135456384,Human-HSC
2093,5.76233135,0.135456384,Human-HSC
2094,21.17277175,0.135456384,Human-HSC
2095,4.755799618,0.135456384,Human-HSC
2096,4.037381361,0.135456384,Human-HSC
2097,-0.148686601,0.135456384,Human-HSC
2098,14.28445504,0.135456384,Human-HSC
2099,36.17200126,0.135456384,Human-HSC
2100,13.24577963,0.135456384,Human-HSC
2101,22.66262719,0.135456384,Human-HSC
2102,8.349917243,0.135456384,Human-HSC
2103,25.80947728,0.135456384,Human-HSC
2104,0.049513506,0.135456384,Human-HSC
2105,8.2841752,0.135456384,Human-HSC
2106,1.496489964,0.135456384,Human-HSC
2107,7.844322478,0.135456384,Human-HSC
2108,38.97680887,0.135456384,Human-HSC
2109,6.594826751,0.135456384,Human-HSC
2110,-0.140302354,0.135456384,Human-HSC
2111,21.78111401,0.135456384,Human-HSC
2112,1.666772128,0.135456384,Human-HSC
2113,1.939116798,0.135456384,Human-HSC
2114,9.034067002,0.135456384,Human-HSC
2115,34.3858137,0.135456384,Human-HSC
2116,4.706787712,0.135456384,Human-HSC
2117,17.47851565,0.135456384,Human-HSC
2118,28.96986549,0.135456384,Human-HSC
2119,-0.121051523,0.135456384,Human-HSC
2120,38.14348463,0.135456384,Human-HSC
2121,8.009580521,0.135456384,Human-HSC
2122,28.67679759,0.135456384,Human-HSC
2123,2.239912882,0.135456384,Human-HSC
2124,11.52780656,0.135456384,Human-HSC
2125,1.048193337,0.135456384,Human-HSC
2126,-0.177785086,0.135456384,Human-HSC
2127,27.58801741,0.135456384,Human-HSC
2128,37.19531651,0.135456384,Human-HSC
2129,37.05509787,0.135456384,Human-HSC
2130,11.69744308,0.135456384,Human-HSC
2131,4.645061256,0.135456384,Human-HSC
2132,-0.018561509,0.135456384,Human-HSC
2133,3.166679043,0.135456384,Human-HSC
2134,0.23802607,0.135456384,Human-HSC
2135,-0.180557016,0.135456384,Human-HSC
2136,-0.249096108,0.135456384,Human-HSC
2137,-0.390754675,0.135456384,Human-HSC
2138,0.074316995,0.135456384,Human-HSC
2139,0.172086586,0.135456384,Human-HSC
2140,0.182996349,0.135456384,Human-HSC
2141,-0.213545928,0.135456384,Human-HSC
2142,-0.246304008,0.135456384,Human-HSC
2143,-0.178460082,0.135456384,Human-HSC
2144,-0.275549223,0.135456384,Human-HSC
2145,0.027049565,0.135456384,Human-HSC
2146,3.288887791,0.135456384,Human-HSC
2147,-0.1670732,0.135456384,Human-HSC
2148,-0.140716736,0.135456384,Human-HSC
2149,-0.198915373,0.135456384,Human-HSC
2150,0.658579372,0.135456384,Human-HSC
2151,19.13784097,0.135456384,Human-HSC
2152,-0.073061562,0.135456384,Human-HSC
2153,-0.147903363,0.135456384,Human-HSC
2154,-0.081309632,0.135456384,Human-HSC
2155,-0.121669206,0.135456384,Human-HSC
2156,1.011446596,0.135456384,Human-HSC
2157,1.097448857,0.135456384,Human-HSC
2158,0.478315845,0.135456384,Human-HSC
2159,-0.181812928,0.135456384,Human-HSC
2160,-0.185169269,0.135456384,Human-HSC
2161,-0.107980641,0.135456384,Human-HSC
2162,2.072216735,0.135456384,Human-HSC
2163,0.80045673,0.135456384,Human-HSC
2164,1.403124492,0.135456384,Human-HSC
2165,-0.10245504,0.135456384,Human-HSC
2166,-0.105070686,0.135456384,Human-HSC
2167,4.40375009,0.135456384,Human-HSC
2168,3.936375563,0.135456384,Human-HSC
2169,3.089528079,0.135456384,Human-HSC
2170,2.93819906,0.135456384,Human-HSC
2171,-0.263012275,0.135456384,Human-HSC
2172,-0.174320644,0.135456384,Human-HSC
2173,-0.183797078,0.135456384,Human-HSC
2174,4.739017826,0.135456384,Human-HSC
2175,34.92279039,0.135456384,Human-HSC
2176,4.205451526,0.135456384,Human-HSC
2177,-0.138275364,0.135456384,Human-HSC
2178,11.88712945,0.135456384,Human-HSC
2179,2.193338828,0.135456384,Human-HSC
2180,4.976102941,0.135456384,Human-HSC
2181,3.790975828,0.135456384,Human-HSC
2182,32.94576514,0.135456384,Human-HSC
2183,30.39685793,0.135456384,Human-HSC
2184,4.668761663,0.135456384,Human-HSC
2185,17.78634644,0.135456384,Human-HSC
2186,2.087606464,0.135456384,Human-HSC
2187,1.863952745,0.135456384,Human-HSC
2188,9.757995404,0.135456384,Human-HSC
2189,9.176486125,0.135456384,Human-HSC
2190,13.84630307,0.135456384,Human-HSC
2191,3.4737829,0.135456384,Human-HSC
2192,5.608382178,0.135456384,Human-HSC
2193,3.839047203,0.135456384,Human-HSC
2194,0.337323495,0.135456384,Human-HSC
2195,2.863022883,0.135456384,Human-HSC
2196,8.888882381,0.135456384,Human-HSC
2197,10.21045319,0.135456384,Human-HSC
2198,7.767214277,0.135456384,Human-HSC
2199,0.459267976,0.135456384,Human-HSC
2200,6.949729927,0.135456384,Human-HSC
2201,2.123368454,0.135456384,Human-HSC
2202,23.68652426,0.135456384,Human-HSC
2203,2.814134828,0.135456384,Human-HSC
2204,3.204638717,0.135456384,Human-HSC
2205,3.895425592,0.135456384,Human-HSC
2206,17.80368314,0.135456384,Human-HSC
2207,18.48410052,0.135456384,Human-HSC
2208,4.247859284,0.135456384,Human-HSC
2209,0.890518546,0.135456384,Human-HSC
2210,0.673125572,0.135456384,Human-HSC
2211,1.971819071,0.135456384,Human-HSC
2212,8.22689706,0.135456384,Human-HSC
2213,23.06023762,0.135456384,Human-HSC
2214,18.20074387,0.135456384,Human-HSC
2215,2.406573233,0.135456384,Human-HSC
2216,18.15257856,0.135456384,Human-HSC
2217,1.329430104,0.135456384,Human-HSC
2218,2.667038037,0.135456384,Human-HSC
2219,1.438368272,0.135456384,Human-HSC
2220,7.065715672,0.135456384,Human-HSC
2221,10.5579569,0.135456384,Human-HSC
2222,2.762635141,0.135456384,Human-HSC
2223,2.058251209,0.135456384,Human-HSC
2224,1.429308291,0.135456384,Human-HSC
2225,1.967345383,0.135456384,Human-HSC
2226,2.194687446,0.135456384,Human-HSC
2227,3.506177815,0.135456384,Human-HSC
2228,36.34018511,0.135456384,Human-HSC
2229,1.96284944,0.135456384,Human-HSC
2230,33.43243676,0.135456384,Human-HSC
2231,6.90693308,0.135456384,Human-HSC
2232,4.199798997,0.135456384,Human-HSC
2233,9.262942121,0.135456384,Human-HSC
2234,7.514024039,0.135456384,Human-HSC
2235,34.41015519,0.135456384,Human-HSC
2236,10.45383477,0.135456384,Human-HSC
2237,12.09052211,0.135456384,Human-HSC
2238,2.476221045,0.135456384,Human-HSC
2239,32.1203754,0.135456384,Human-HSC
2240,20.96991109,0.135456384,Human-HSC
2241,8.061359892,0.135456384,Human-HSC
2242,11.17363191,0.135456384,Human-HSC
2243,13.59443453,0.135456384,Human-HSC
2244,28.99992328,0.135456384,Human-HSC
2245,35.5894138,0.135456384,Human-HSC
2246,21.10200305,0.135456384,Human-HSC
2247,17.80134246,0.135456384,Human-HSC
2248,7.403713492,0.135456384,Human-HSC
2249,16.00503399,0.135456384,Human-HSC
2250,1.719502587,0.135456384,Human-HSC
2251,20.44354487,0.135456384,Human-HSC
2252,6.358382118,0.135456384,Human-HSC
2253,7.082577209,0.135456384,Human-HSC
2254,20.625363,0.135456384,Human-HSC
2255,1.371324968,0.135456384,Human-HSC
2256,1.814888282,0.135456384,Human-HSC
2257,0.074720409,0.135456384,Human-HSC
2258,37.84893093,0.135456384,Human-HSC
2259,24.67720095,0.135456384,Human-HSC
2260,16.65691563,0.135456384,Human-HSC
2261,4.864587343,0.135456384,Human-HSC
2262,1.653492324,0.135456384,Human-HSC
2263,4.885638297,0.135456384,Human-HSC
2264,9.300559247,0.135456384,Human-HSC
2265,3.986047508,0.135456384,Human-HSC
2266,4.037942636,0.135456384,Human-HSC
2267,34.19774228,0.135456384,Human-HSC
2268,29.56480937,0.135456384,Human-HSC
2269,17.94678331,0.135456384,Human-HSC
2270,11.69683184,0.135456384,Human-HSC
2271,9.641687752,0.135456384,Human-HSC
2272,1.651984723,0.135456384,Human-HSC
2273,23.13341478,0.135456384,Human-HSC
2274,19.09748494,0.135456384,Human-HSC
2275,12.24796877,0.135456384,Human-HSC
2276,22.60654683,0.135456384,Human-HSC
2277,3.890677848,0.135456384,Human-HSC
2278,8.44349936,0.135456384,Human-HSC
2279,1.152758529,0.135456384,Human-HSC
2280,7.472125256,0.135456384,Human-HSC
2281,16.10025577,0.135456384,Human-HSC
2282,8.779887121,0.135456384,Human-HSC
2283,17.22859348,0.135456384,Human-HSC
2284,3.77707089,0.135456384,Human-HSC
2285,31.50459324,0.135456384,Human-HSC
2286,12.05244166,0.135456384,Human-HSC
2287,2.050482831,0.135456384,Human-HSC
2288,15.20739226,0.135456384,Human-HSC
2289,5.254484602,0.135456384,Human-HSC
2290,23.37932524,0.135456384,Human-HSC
2291,27.03126175,0.135456384,Human-HSC
2292,23.02007645,0.135456384,Human-HSC
2293,29.05996287,0.135456384,Human-HSC
2294,1.469247796,0.135456384,Human-HSC
2295,8.273546754,0.135456384,Human-HSC
2296,10.43228734,0.135456384,Human-HSC
2297,28.32034555,0.135456384,Human-HSC
2298,20.33093012,0.135456384,Human-HSC
2299,3.643847649,0.135456384,Human-HSC
2300,32.58425302,0.135456384,Human-HSC
2301,3.834737481,0.135456384,Human-HSC
2302,29.07102287,0.135456384,Human-HSC
2303,32.2674715,0.135456384,Human-HSC
2304,15.63648028,0.135456384,Human-HSC
2305,11.49074453,0.135456384,Human-HSC
2306,5.855904261,0.135456384,Human-HSC
2307,7.614123773,0.135456384,Human-HSC
2308,15.05730093,0.135456384,Human-HSC
2309,8.03057677,0.135456384,Human-HSC
2310,3.223746787,0.135456384,Human-HSC
2311,38.54929857,0.135456384,Human-HSC
2312,6.390307265,0.135456384,Human-HSC
2313,-0.036728188,0.135456384,Human-HSC
2314,26.98602549,0.135456384,Human-HSC
2315,17.07808599,0.135456384,Human-HSC
2316,10.40573782,0.135456384,Human-HSC
2317,10.97278299,0.135456384,Human-HSC
2318,7.159803789,0.135456384,Human-HSC
2319,30.88618423,0.135456384,Human-HSC
2320,-0.006681361,0.135456384,Human-HSC
2321,32.8105327,0.135456384,Human-HSC
2322,10.65479539,0.135456384,Human-HSC
2323,3.040916652,0.135456384,Human-HSC
2324,5.121933886,0.135456384,Human-HSC
2325,4.453362786,0.135456384,Human-HSC
2326,12.85125763,0.135456384,Human-HSC
2327,6.495206352,0.135456384,Human-HSC
2328,2.009197048,0.135456384,Human-HSC
2329,31.56686056,0.135456384,Human-HSC
2330,1.919232732,0.135456384,Human-HSC
2331,14.42948675,0.135456384,Human-HSC
2332,16.10785403,0.135456384,Human-HSC
2333,3.267484758,0.135456384,Human-HSC
2334,2.17975502,0.135456384,Human-HSC
2335,9.465050549,0.135456384,Human-HSC
2336,-0.060852555,0.135456384,Human-HSC
2337,2.188831227,0.135456384,Human-HSC
2338,1.153691286,0.135456384,Human-HSC
2339,-0.250138747,0.135456384,Human-HSC
2340,-0.299239965,0.135456384,Human-HSC
2341,6.443783328,0.135456384,Human-HSC
2342,0.005615872,0.135456384,Human-HSC
2343,3.139748104,0.135456384,Human-HSC
2344,0.980184329,0.135456384,Human-HSC
2345,2.345440532,0.135456384,Human-HSC
2346,1.102300323,0.135456384,Human-HSC
2347,0.081662289,0.135456384,Human-HSC
2348,15.22052867,0.135456384,Human-HSC
2349,26.32161233,0.135456384,Human-HSC
2350,11.02475027,0.135456384,Human-HSC
2351,7.563957931,0.135456384,Human-HSC
2352,1.534022906,0.135456384,Human-HSC
2353,8.836771437,0.135456384,Human-HSC
2354,27.27526289,0.135456384,Human-HSC
2355,1.781955373,0.135456384,Human-HSC
2356,3.59417523,0.135456384,Human-HSC
2357,1.23654387,0.135456384,Human-HSC
2358,9.911628535,0.135456384,Human-HSC
2359,1.006309712,0.135456384,Human-HSC
2360,24.53501516,0.135456384,Human-HSC
2361,10.25642678,0.135456384,Human-HSC
2362,10.87220773,0.135456384,Human-HSC
2363,16.09612379,0.135456384,Human-HSC
2364,2.355280549,0.135456384,Human-HSC
2365,7.666898844,0.135456384,Human-HSC
2366,3.913667796,0.135456384,Human-HSC
2367,36.44230924,0.135456384,Human-HSC
2368,14.63835625,0.135456384,Human-HSC
2369,2.071520625,0.135456384,Human-HSC
2370,13.83545744,0.135456384,Human-HSC
2371,-0.232287926,0.135456384,Human-HSC
2372,8.493383032,0.135456384,Human-HSC
2373,27.30293273,0.135456384,Human-HSC
2374,1.638158107,0.135456384,Human-HSC
2375,19.09264285,0.135456384,Human-HSC
2376,8.176495061,0.135456384,Human-HSC
2377,15.68094327,0.135456384,Human-HSC
2378,7.84116761,0.135456384,Human-HSC
2379,32.72481984,0.135456384,Human-HSC
2380,8.659592219,0.135456384,Human-HSC
2381,1.500654367,0.135456384,Human-HSC
2382,20.30694368,0.135456384,Human-HSC
2383,2.469889481,0.135456384,Human-HSC
2384,10.28113963,0.135456384,Human-HSC
2385,2.147451156,0.135456384,Human-HSC
2386,22.83042188,0.135456384,Human-HSC
2387,5.156410344,0.135456384,Human-HSC
2388,1.659913474,0.135456384,Human-HSC
2389,20.51318285,0.135456384,Human-HSC
2390,25.39400222,0.135456384,Human-HSC
2391,26.0255531,0.135456384,Human-HSC
2392,31.51241821,0.135456384,Human-HSC
2393,2.7734259,0.135456384,Human-HSC
2394,18.45141604,0.135456384,Human-HSC
2395,1.278168563,0.135456384,Human-HSC
2396,3.792895721,0.135456384,Human-HSC
2397,2.459464299,0.135456384,Human-HSC
2398,2.427203928,0.135456384,Human-HSC
2399,2.301905556,0.135456384,Human-HSC
2400,1.169621241,0.135456384,Human-HSC
2401,29.95892504,0.135456384,Human-HSC
2402,7.459568166,0.135456384,Human-HSC
2403,8.718154232,0.135456384,Human-HSC
2404,26.33884515,0.135456384,Human-HSC
2405,4.022228171,0.135456384,Human-HSC
2406,7.275539573,0.135456384,Human-HSC
2407,2.563868187,0.135456384,Human-HSC
2408,19.6040389,0.135456384,Human-HSC
2409,8.174352692,0.135456384,Human-HSC
2410,18.35934048,0.135456384,Human-HSC
2411,13.38445953,0.135456384,Human-HSC
2412,10.81777289,0.135456384,Human-HSC
2413,20.84089996,0.135456384,Human-HSC
2414,18.99830325,0.135456384,Human-HSC
2415,19.91402201,0.135456384,Human-HSC
2416,26.80824586,0.135456384,Human-HSC
2417,6.665932085,0.135456384,Human-HSC
2418,38.20016774,0.135456384,Human-HSC
2419,5.423823129,0.135456384,Human-HSC
2420,1.512834257,0.135456384,Human-HSC
2421,14.27767568,0.135456384,Human-HSC
2422,11.1348509,0.135456384,Human-HSC
2423,15.92913315,0.135456384,Human-HSC
2424,0.075774566,0.135456384,Human-HSC
2425,14.40489765,0.135456384,Human-HSC
2426,-0.214290035,0.135456384,Human-HSC
2427,1.124954817,0.135456384,Human-HSC
2428,5.610735438,0.135456384,Human-HSC
2429,3.834321189,0.135456384,Human-HSC
2430,14.07507999,0.135456384,Human-HSC
2431,6.29632347,0.135456384,Human-HSC
2432,-0.154543859,0.135456384,Human-HSC
2433,1.465267492,0.135456384,Human-HSC
2434,1.031686637,0.135456384,Human-HSC
2435,1.450590336,0.135456384,Human-HSC
2436,6.227945077,0.135456384,Human-HSC
2437,4.068441496,0.135456384,Human-HSC
2438,2.05355663,0.135456384,Human-HSC
2439,1.293427396,0.135456384,Human-HSC
2440,1.273088181,0.135456384,Human-HSC
2441,0.417507734,0.135456384,Human-HSC
2442,5.151242555,0.135456384,Human-HSC
2443,5.053806219,0.135456384,Human-HSC
2444,33.24622928,0.135456384,Human-HSC
2445,4.719894683,0.135456384,Human-HSC
2446,9.930019199,0.135456384,Human-HSC
2447,33.30811548,0.135456384,Human-HSC
2448,30.71419828,0.135456384,Human-HSC
2449,8.09460602,0.135456384,Human-HSC
2450,2.49445478,0.135456384,Human-HSC
2451,1.067441335,0.135456384,Human-HSC
2452,12.73244811,0.135456384,Human-HSC
2453,21.11236284,0.135456384,Human-HSC
2454,23.26246522,0.135456384,Human-HSC
2455,5.53188643,0.135456384,Human-HSC
2456,13.83031993,0.135456384,Human-HSC
2457,1.199301092,0.135456384,Human-HSC
2458,1.802766777,0.135456384,Human-HSC
2459,19.49548592,0.135456384,Human-HSC
2460,4.42308279,0.135456384,Human-HSC
2461,7.276589624,0.135456384,Human-HSC
2462,4.848874306,0.135456384,Human-HSC
2463,1.09832209,0.135456384,Human-HSC
2464,4.630432984,0.135456384,Human-HSC
2465,3.446636457,0.135456384,Human-HSC
2466,32.49342867,0.135456384,Human-HSC
2467,1.556100796,0.135456384,Human-HSC
2468,9.793532222,0.135456384,Human-HSC
2469,11.27262871,0.135456384,Human-HSC
2470,14.54614253,0.135456384,Human-HSC
2471,15.8880071,0.135456384,Human-HSC
2472,3.027122529,0.135456384,Human-HSC
2473,17.22758845,0.135456384,Human-HSC
2474,32.53993076,0.135456384,Human-HSC
2475,4.949172891,0.135456384,Human-HSC
2476,4.028337157,0.135456384,Human-HSC
2477,3.243033864,0.135456384,Human-HSC
2478,-0.003492201,0.135456384,Human-HSC
2479,17.73331641,0.135456384,Human-HSC
2480,7.693396236,0.135456384,Human-HSC
2481,1.214133996,0.135456384,Human-HSC
2482,16.2530216,0.135456384,Human-HSC
2483,7.131564923,0.135456384,Human-HSC
2484,3.414481006,0.135456384,Human-HSC
2485,30.35506183,0.135456384,Human-HSC
2486,4.132114264,0.135456384,Human-HSC
2487,10.77151715,0.135456384,Human-HSC
2488,4.248134035,0.135456384,Human-HSC
2489,21.09604885,0.135456384,Human-HSC
2490,26.21086888,0.135456384,Human-HSC
2491,32.27640052,0.135456384,Human-HSC
2492,10.45609465,0.135456384,Human-HSC
2493,13.86943844,0.135456384,Human-HSC
2494,5.797778189,0.135456384,Human-HSC
2495,9.534763603,0.135456384,Human-HSC
2496,3.12092221,0.135456384,Human-HSC
2497,4.786959059,0.135456384,Human-HSC
2498,3.256015248,0.135456384,Human-HSC
2499,1.309168555,0.135456384,Human-HSC
2500,2.259572681,0.135456384,Human-HSC
2501,0.174523094,0.135456384,Human-HSC
2502,1.171429885,0.135456384,Human-HSC
2503,12.6105809,0.135456384,Human-HSC
2504,15.31251076,0.135456384,Human-HSC
2505,4.096556028,0.135456384,Human-HSC
2506,23.65124065,0.135456384,Human-HSC
2507,33.7047723,0.135456384,Human-HSC
2508,-0.215920407,0.135456384,Human-HSC
2509,31.89124146,0.135456384,Human-HSC
2510,4.555693915,0.135456384,Human-HSC
2511,25.71586084,0.135456384,Human-HSC
2512,33.35935938,0.135456384,Human-HSC
2513,1.755559342,0.135456384,Human-HSC
2514,7.718967532,0.135456384,Human-HSC
2515,0.748153228,0.135456384,Human-HSC
2516,42.91595586,1.219859819,Human-HSC
2517,43.65102635,1.219859819,Human-HSC
2518,41.39524024,1.219859819,Human-HSC
2519,43.26805119,1.219859819,Human-HSC
2520,42.86718623,1.219859819,Human-HSC
2521,36.14987767,1.219859819,Human-HSC
2522,41.42134313,1.219859819,Human-HSC
2523,45.05273185,1.219859819,Human-HSC
2524,43.6844714,1.219859819,Human-HSC
2525,36.80199675,1.219859819,Human-HSC
2526,52.04372689,1.219859819,Human-HSC
2527,42.6552809,1.219859819,Human-HSC
2528,46.24183519,1.219859819,Human-HSC
2529,53.11606398,1.219859819,Human-HSC
2530,46.85747831,1.219859819,Human-HSC
2531,43.36472935,1.219859819,Human-HSC
2532,50.34952793,1.219859819,Human-HSC
2533,49.31238374,1.219859819,Human-HSC
2534,46.188564,1.219859819,Human-HSC
2535,45.60234565,1.219859819,Human-HSC
2536,38.17584105,1.219859819,Human-HSC
2537,35.67556427,1.219859819,Human-HSC
2538,43.30262761,1.219859819,Human-HSC
2539,48.51077609,1.219859819,Human-HSC
2540,36.7586073,1.219859819,Human-HSC
2541,51.93842678,1.219859819,Human-HSC
2542,39.43810857,1.219859819,Human-HSC
2543,40.01995637,1.219859819,Human-HSC
2544,50.23494274,1.219859819,Human-HSC
2545,51.58715492,1.219859819,Human-HSC
2546,51.31278647,1.219859819,Human-HSC
2547,34.00491288,1.219859819,Human-HSC
2548,42.41419758,1.219859819,Human-HSC
2549,36.54845704,1.219859819,Human-HSC
2550,43.14175082,1.219859819,Human-HSC
2551,46.15268747,1.219859819,Human-HSC
2552,47.06030452,1.219859819,Human-HSC
2553,45.76374789,1.219859819,Human-HSC
2554,53.50114716,1.219859819,Human-HSC
2555,50.81278165,1.219859819,Human-HSC
2556,37.61535286,1.219859819,Human-HSC
2557,45.97154423,1.219859819,Human-HSC
2558,53.76166649,1.219859819,Human-HSC
2559,45.76958413,1.219859819,Human-HSC
2560,51.90593917,1.219859819,Human-HSC
2561,45.93164758,1.219859819,Human-HSC
2562,43.82038301,1.219859819,Human-HSC
2563,56.19049916,1.219859819,Human-HSC
2564,45.98656442,1.219859819,Human-HSC
2565,36.90295308,1.219859819,Human-HSC
2566,43.6225169,1.219859819,Human-HSC
2567,40.28015872,1.219859819,Human-HSC
2568,46.66248171,1.219859819,Human-HSC
2569,40.09646759,1.219859819,Human-HSC
2570,38.45173467,1.219859819,Human-HSC
2571,52.5538178,1.219859819,Human-HSC
2572,40.88419443,1.219859819,Human-HSC
2573,45.10192878,1.219859819,Human-HSC
2574,49.15079744,1.219859819,Human-HSC
2575,46.3846414,1.219859819,Human-HSC
2576,48.84672696,1.219859819,Human-HSC
2577,46.13609188,1.219859819,Human-HSC
2578,40.09158922,1.219859819,Human-HSC
2579,36.16826931,1.219859819,Human-HSC
2580,54.09858727,1.219859819,Human-HSC
2581,45.70880852,1.219859819,Human-HSC
2582,39.57820933,1.219859819,Human-HSC
2583,43.39130885,1.219859819,Human-HSC
2584,46.76559517,1.219859819,Human-HSC
2585,45.87488231,1.219859819,Human-HSC
2586,39.2093269,1.219859819,Human-HSC
2587,55.13253981,1.219859819,Human-HSC
2588,47.12361993,1.219859819,Human-HSC
2589,45.49099163,1.219859819,Human-HSC
2590,40.65541302,1.219859819,Human-HSC
2591,44.02883784,1.219859819,Human-HSC
2592,39.09118035,1.219859819,Human-HSC
2593,45.29342974,1.219859819,Human-HSC
2594,52.29719452,1.219859819,Human-HSC
2595,45.92707549,1.219859819,Human-HSC
2596,47.98615181,1.219859819,Human-HSC
2597,41.71890033,1.219859819,Human-HSC
2598,34.23125262,1.219859819,Human-HSC
2599,43.07102624,1.219859819,Human-HSC
2600,35.53852424,1.219859819,Human-HSC
2601,36.84554967,1.219859819,Human-HSC
2602,38.05040292,1.219859819,Human-HSC
2603,51.32887192,1.219859819,Human-HSC
2604,48.3013195,1.219859819,Human-HSC
2605,62.73211255,1.219859819,Human-HSC
2606,46.02307587,1.219859819,Human-HSC
2607,46.89062085,1.219859819,Human-HSC
2608,45.33243969,1.219859819,Human-HSC
2609,43.79379538,1.219859819,Human-HSC
2610,55.4702446,1.219859819,Human-HSC
2611,44.24882727,1.219859819,Human-HSC
2612,37.59970832,1.219859819,Human-HSC
2613,50.85793255,1.219859819,Human-HSC
2614,49.14022543,1.219859819,Human-HSC
2615,36.06383156,1.219859819,Human-HSC
2616,39.84248927,1.219859819,Human-HSC
2617,44.79364062,1.219859819,Human-HSC
2618,42.27375628,1.219859819,Human-HSC
2619,43.90710907,1.219859819,Human-HSC
2620,36.39356838,1.219859819,Human-HSC
2621,37.65854817,1.219859819,Human-HSC
2622,49.04843315,1.219859819,Human-HSC
2623,48.68607433,1.219859819,Human-HSC
2624,45.79224693,1.219859819,Human-HSC
2625,44.90221411,1.219859819,Human-HSC
2626,51.91797068,1.219859819,Human-HSC
2627,43.96984996,1.219859819,Human-HSC
2628,44.1524808,1.219859819,Human-HSC
2629,40.79799751,1.219859819,Human-HSC
2630,46.3995666,1.219859819,Human-HSC
2631,44.25813148,1.219859819,Human-HSC
2632,56.68611983,1.219859819,Human-HSC
2633,45.95466215,1.219859819,Human-HSC
2634,36.31031401,1.219859819,Human-HSC
2635,44.44698588,1.219859819,Human-HSC
2636,45.6687542,1.219859819,Human-HSC
2637,43.79661903,1.219859819,Human-HSC
2638,38.93872313,1.219859819,Human-HSC
2639,46.23873713,1.219859819,Human-HSC
2640,45.79590766,1.219859819,Human-HSC
2641,44.11495561,1.219859819,Human-HSC
2642,43.45766328,1.219859819,Human-HSC
2643,43.7761986,1.219859819,Human-HSC
2644,39.92841161,1.219859819,Human-HSC
2645,43.29499521,1.219859819,Human-HSC
2646,47.75831918,1.219859819,Human-HSC
2647,47.67011424,1.219859819,Human-HSC
2648,43.18447379,1.219859819,Human-HSC
2649,51.76206599,1.219859819,Human-HSC
2650,42.33846471,1.219859819,Human-HSC
2651,43.61595487,1.219859819,Human-HSC
2652,42.60207329,1.219859819,Human-HSC
2653,48.54425119,1.219859819,Human-HSC
2654,43.22485327,1.219859819,Human-HSC
2655,42.9109642,1.219859819,Human-HSC
2656,50.40483229,1.219859819,Human-HSC
2657,46.3484816,1.219859819,Human-HSC
2658,45.95023289,1.219859819,Human-HSC
2659,40.81060676,1.219859819,Human-HSC
2660,43.12996192,1.219859819,Human-HSC
2661,46.38813211,1.219859819,Human-HSC
2662,47.7742194,1.219859819,Human-HSC
2663,52.3601413,1.219859819,Human-HSC
